,id,date,topic_id,topic_prob,year,url,article,top_terms,MainTopic,rep_docs,HumanJudgement,Accuracy,,
0,2188116,4/14/2019,1,0.62144,2019,https://timesofindia.indiatimes.com/city/goa/moving-of-power-lines-delays-nh-17-b-work/articleshow/68869394.cms,"PANAJI: The ongoing work to widen and convert NH 17-B as a four-lane highway appears to have hit a speed bump at Verna due to delays in isolation and shifting of utility services, like power lines and telephone cables. The delay has sparked concern among industrialists at Verna Industrial estate who fear that failure to complete the project before the monsoons could create unnecessary inconvenience for movement of raw material, finished products and commuters along the stretch. Highlighting the problem, Verna Industries Association (VIA) has urged the state government to provide additional funds to facilitate the shifting of underground utility services. “The cost to shift utilities is not included in the tender, which the Centre floated,” VIA president Damodar Kochkar said. “It is understood that they have provision of only Rs 15 lakh as against Rs 1.25 crore required only to shift overhead electrical lines.” The NH 17-B link connects NH 17-B with NH 4 and passes through the Verna Industrial Estate and Loutolim. PWD has taken up the ambitious project as it aims to reduce the distance and time taken to travel between Mormugao and Belagavi via Ponda. The VIA has raised its concerns with the BJP-led state government and has also taken up the matter with the relevant ministries. “In spite of constant representation, nothing has been done about this. These underground utilities have been kept as it is below the road, but now the contractor cannot go ahead with work as the overhead electrical lines and installation are also not shifted,” Kochkar said. “Most of the work is on, but, yes, there are minor issues in shifting of some cables,” said principal chief engineer of PWD Utam Parsekar. “We are working on them.” VIA, which has held several meetings with PWD, insists that the state government has failed to understand the plight of the commuters and the industry. To make matters worse, says Kochkar, the election procedure has paralysed the functioning of the industries. “All electricity sub-station officers have been assigned to election duty. If the decision is not taken soon then the road work will not get completed before monsoon and Verna industries will face hardships,” said Kochkar. ","['police', 'suicide', 'body', 'murder', 'found', 'family', 'arrested', 'two', 'said', 'near']",Crime,four policeman beaten sector police post resident sector tuesday police managed arrest five incident took place asi azad posted sector police post rounded person fighting creating nuisance said one sunil called brother resident ram arrived odd person including group forced entry police post started misbehaving azad police manhandled uniform constable duty tried intervene received police force called managed free azad singh constable unruly azad suffered minor person booked charge assaulting public servant causing parmod udayvir munni,Civic,No,,
1,255907,8/15/2008,1,0.145941,2008,https://timesofindia.indiatimes.com/city/bengaluru/4-suicides-in-24-hours/articleshow/3367361.cms,"BANGALORE: Four suicides, including two by newly wed women, were reported in the city since Wednesday night. In the first case, constant parental pressure to study for SSLC exams drove 16-year-old Suresh to hang himself at his Girinagar home on Wednesday night. In another case, Rafiq alias Babu (31) of Subramanyapura, bogged down by mounting debt, committed suicide by hanging himself in his house at Chikkasandra on Wednesday night. Swathy (19) of Subrahmanyapura, married to Sadananda Reddy, set herself ablaze at home on Wednesday. She was rushed to a hospital but died on Thursday morning. In Girinagar, Roopa (22), married to Naveen Kumar for eight months, committed suicide on Wednesday. Police are investigating whether the suicides were due to dowry harassment. ","['police', 'suicide', 'body', 'murder', 'found', 'family', 'arrested', 'two', 'said', 'near']",Crime,four policeman beaten sector police post resident sector tuesday police managed arrest five incident took place asi azad posted sector police post rounded person fighting creating nuisance said one sunil called brother resident ram arrived odd person including group forced entry police post started misbehaving azad police manhandled uniform constable duty tried intervene received police force called managed free azad singh constable unruly azad suffered minor person booked charge assaulting public servant causing parmod udayvir munni,Crime,Yes,Correct,14
2,2124829,12/8/2018,0,1,2018,https://timesofindia.indiatimes.com/city/chennai/property-tax-exemption-to-continue-for-private-schools/articleshow/66994726.cms,"CHENNAI: Private educational institutions in Tamil Nadu will continue to be exempted from paying property tax, as the Madras high court on Friday stayed the operation of an amendment brought to the Tamil Nadu Municipal Laws removing exemption to such institutions. A division bench comprising Justice S Manikumar and Justice Subramonium Prasad gave the interim reprieve to private educational institutions, on a plea moved by All India Private Educational Institutions Association assailing the amendment dated January 25. According to the petitioner, the Chennai City Municipal Corporation Act, Madurai City Municipal Corporation Act, Coimbatore City Municipal Corporation Act and the Tamil Nadu District Municipalities Act provided exemption from payment of property tax to educational institutions in the state. The state government brought in certain amendments to these Acts to remove the exemption provided to the institutions and empowering the authorities to levy property tax for the properties owned by the institutions. After the amendment, only government run educational institutions would get the exemption, the petitioner said. The move was immediately challenged by the association in the high court. The high court dismissed the plea holding that the government has power to cancel exemption granted to educational institutions. Subsequently, the association approached the Supreme Court challenging the high court order. While the appeal is pending before the apex court, the state levied property taxes on the institutions based on the amendments and demand notices were issued to the institutions for payment of tax. ","['student', 'school', 'education', 'teacher', 'class', 'college', 'university', 'admission', 'exam', 'course']",Education,candidate thronged government school city apply teaching post might fall temporarily vacant monday due ongoing strike government state school education department earlier announced government teacher drop protest lose posting replaced temporary retired staff consolidated pay state protesting teacher return work monday face disciplinary proceeding might work different school depending vacancy bear pay cut absence till sunday teacher suspended participating protest case registered unlawful public wrongful restraint deterring public servant discharge boycotted work application invited temporarily fill vacancy applied till sunday according official joint action committee tamil nadu teacher employee organization reiterated continue protest till demand indefinite strike since pressing charter including revival old pension pay par central government teacher payment month rejected claim state fishery minister jayakumar increasing pay scale toll amount spent towards welfare state school education expressed willingness hold talk resolve issue functioning school since school fully functional due high rate absenteeism among besides primary higher secondary student left though practical exam board begin next preparatory work standstill,Education,Yes,Incorrect,6
3,1500283,7/7/2015,0,0.438813,2015,https://timesofindia.indiatimes.com/city/guwahati/ragpickers-son-secures-50-in-hslc/articleshow/47964166.cms,"Guwahati: Sujab Ali has always been different from hundreds of children of his age in this city slum. And this time he earned laurels for Hafiznagar in Bamunimaidam for being the first person to clear the High School Leaving Certificate (HSLC) examination from the area.  “It feels great when the spotlight is on you and your hard work is appreciated by one and all. I would like to thank my mother for enduring so much pain to help me continue my studies,” said Sujab, whose father is a ragpicker, from a corner in his hut where his mother runs a tea stall.  In the recently declared results, Sujab secured over 50% marks and has been admitted into the city’s Kamrup Academy. He took the Class X examination from Bhaskar Bidyapeeth High School.  Sheer hard work and determination ensured his success. He even worked as a labourer at construction sites and as a help in houses during the night to buy books and clothes for him and his siblings.  “I earn over Rs 300 a day and spend the money to buy my books and clothes for my siblings,” Sujab said.  He wanted to study science but his family could not afford it. “I wish I could become a software engineer, it is my dream. But I’m not sure if that would ever happen,” he added. His father, Chandmiya Ali, said it had become difficult for him to run the family with increasing prices of essential commodities. “Who does not want his son to excel and become a better person? But for us, survival comes first then education. I also have to look after my other children. If somebody helps my son, I believe he will do good in life,” Ali said.  Sujab, now, wants to promote education in his neighbourhood and wants the other children in the slum to study and be the agents of change.  Sujab has become an inspiration for all those children living in the slum areas of Guwahati who have to struggle for existence and still have the fire to come out victorious in their fights for a better life, said Miguel Das Queah, a child rights activist. ","['student', 'school', 'education', 'teacher', 'class', 'college', 'university', 'admission', 'exam', 'course']",Education,candidate thronged government school city apply teaching post might fall temporarily vacant monday due ongoing strike government state school education department earlier announced government teacher drop protest lose posting replaced temporary retired staff consolidated pay state protesting teacher return work monday face disciplinary proceeding might work different school depending vacancy bear pay cut absence till sunday teacher suspended participating protest case registered unlawful public wrongful restraint deterring public servant discharge boycotted work application invited temporarily fill vacancy applied till sunday according official joint action committee tamil nadu teacher employee organization reiterated continue protest till demand indefinite strike since pressing charter including revival old pension pay par central government teacher payment month rejected claim state fishery minister jayakumar increasing pay scale toll amount spent towards welfare state school education expressed willingness hold talk resolve issue functioning school since school fully functional due high rate absenteeism among besides primary higher secondary student left though practical exam board begin next preparatory work standstill,Education,Yes,,
4,1136140,7/9/2013,0,0.471138,2013,https://timesofindia.indiatimes.com/city/bhubaneswar/tribunal-summons-mass-education-secretary/articleshow/20978439.cms,"CUTTACK: The Odisha  Administrative Tribunal on Monday directed secretary-cum-commissioner, school and mass education department, director of secondary education and director, elementary education, to appear personally before it on July 31. The direction came in response to a petition filed by a teacher Lakshmidhar Sahoo . The petitioner mentioned that the tribunal on June 5 had stayed appointment of block education officers (BEOs), additional district education officers (ADEOs) and assistant BEOs, but defying the order the state government had given training and appointment to 163 BEOs.  ""The petitioner said the tribunal's order has been not complied with by the school and mass education department,"" said Raghunath Sahoo, secretary of Odisha secondary school teachers' association (OSSTA).  The Government had taken the decision for administrative restructuring and issued a notification in this regard on May 18. According to the notification, the posts of district inspector of schools (DIs), circle inspector of schools, deputy DIs, administrative and financial officers and assistant sub-inspectors were abolished and instead 314 BEOs, 54 ADEOs and 942 assistant BEOs were to be appointed. But OSSTA had opposed the notification, alleging that the teachers were not given a proportionate representation in the appointments. While hearing the petition of OSSTA , the tribunal had ordered stay on the appointments. ","['student', 'school', 'education', 'teacher', 'class', 'college', 'university', 'admission', 'exam', 'course']",Education,candidate thronged government school city apply teaching post might fall temporarily vacant monday due ongoing strike government state school education department earlier announced government teacher drop protest lose posting replaced temporary retired staff consolidated pay state protesting teacher return work monday face disciplinary proceeding might work different school depending vacancy bear pay cut absence till sunday teacher suspended participating protest case registered unlawful public wrongful restraint deterring public servant discharge boycotted work application invited temporarily fill vacancy applied till sunday according official joint action committee tamil nadu teacher employee organization reiterated continue protest till demand indefinite strike since pressing charter including revival old pension pay par central government teacher payment month rejected claim state fishery minister jayakumar increasing pay scale toll amount spent towards welfare state school education expressed willingness hold talk resolve issue functioning school since school fully functional due high rate absenteeism among besides primary higher secondary student left though practical exam board begin next preparatory work standstill,Education,Yes,Accuracy,70%
5,1191375,10/27/2013,88,0.917814,2013,https://timesofindia.indiatimes.com/city/bengaluru/narendra-modi-may-have-grand-plans-for-karnataka/articleshow/24770915.cms,"BANGALORE: BJP's Prime Ministerial candidate Narendra Modi has grand plans for Karnataka, which are likely to be revealed when he addresses a mega rally in Bangalore on November 17. This was suggested by BJP national spokesperson, Nirmala Seetharam, in Bangalore on Saturday. She was reacting to former chief minister H D Kumarswamy's jibe at Modi saying the Gujarat chief minister had done nothing for Karnataka. ""You will know what Modi plans to do for Karnataka when he is in Bangalore next month. People know what he has done for Gujarat. If given a chance to be the Prime Minister, he will show what he can do for India,"" Seetharam said. Skirting questions on former chief minister B S Yeddyurappa's reinduction into the BJP, Seetharam said she is more focused on issues concerning the party. ""It is up to the party's central leadership to take a decision"", she added. Taking a dig at union minister Jairam Ramesh for his statement that the 2014 general elections will be fought between Congress and RSS, she said: ""Ramesh is clearly running short of ideas. BJP will prove its strength in all states"". Rahul should apologize BJP is planning to file a complaint before the Election Commission (EC) against Congress vice-president Rahul Gandhi if he fails to apologize to the country for his remark on Pakistan's Inter-Services Intelligence (ISI). Rahul had said at an election rally in Indore that the agency was attempting to influence youths from the Muslim community in Muzaffarnagar. NRIs voice concern on women's security BJP will come out with vital legislation to ensure the safety of women, if it comes to power. Interacting with NRI supporters of Modi through Google Hangout, Seetharam said: ""Security of women will be top priority for the BJP"".","['cpm', 'trinamool', 'party', 'mamata', 'leader', 'congress', 'left', 'banerjee', 'minister', 'bengal']",Politics,army amateur psephologist worked poll math close race kerala better part several keralites shifted mumbai year ago stayed home work watch election result though already suspected outcome might true united democratic front beat ruling left democratic front narrow adage malayalee kerala cannot kerala malayalee rang true respondent finger pulse electorate traditionally vote party twice said automobile expert suburb vast population result foregone ldf time congress left evidence stronghold like west malayalee comrade grateful left trounced shameful margin eastern banker anand took leave work udf smile face albeit slim apart main party one interested smaller like muslim one gauge future anand tough balancing act smaller party sounding every bit expert ajaykumar said party take thiruvanthapuram take anand laughed run bloodstream friend community exchanging note went office got precious little end agreed marxist ideology alive unlike west fate seems sealed,Politics,Yes,,
6,1699213,8/8/2016,48,0.179264,2016,https://timesofindia.indiatimes.com/city/patna/5200-litres-of-spirit-seized-7-held-in-muz/articleshow/53605408.cms," Patna: Excise sleuths arrested seven persons and recovered 5,200 litres of rectified spirit from a truck at Maithi toll plaza under Gaighat police station in Muzaffarpur on Monday. The excise police also arrested Devanand Rai (38), a notorious liquor smuggler, who was accused in 11 cases and evading arrest for past several years. Muzaffarpur excise superintendent Kumar Amit said the rectified spirits filled in 128 gallons of 40 litres each were smuggled into Bihar from North Dinajpur in West Bengal. “The gallons were hidden inside a salt-laden truck,” Amit said, adding that the excise team was keeping an eye on the check post from 8pm on Sunday. He said the smugglers had tampered the registration number of the truck. Amit added that after intercepting the truck, they forced its occupants to call the people who were trailing the consignment. “After two hours, a white SUV reached the check post with six people inside it. Two gallons filled with spirit were recovered from the SUV along with a bottle of Indian Made Foreign Liquor (IMFL). The spirit was being taken to Motihari in East Champaran district by one Nitesh Rai (37), who was also arrested,” Amit said, adding that two other occupants of the SUV – Mahesh Rai and Anil Rai – were found in a drunken state.","['liquor', 'excise', 'bar', 'bottle', 'wine', 'sale', 'vends', 'shop', 'beer', 'restaurant']",Liquor,revenue mobilised excise department since april seems indicate target crore current financial year met state government lifted ban sale consumption liquor chandrapur chandrapur used contribute nearly crore per year ban imposed april ban excise department garnered crore july expect trend liquor consumption chandrapur district current financial expect mobilise crore chandrapur official following protest lodged social state imposed ban sale consumption liquor chandrapur april devendra fadnavis bjp politician sudhir mungantiwar guardian minister mva government led uddhav thackeray lifted ban tackle resource district renewed licence permit room beer two four wine shop country liquor shop july lakh bulk litre country lakh bulk litre foreign lakh bulk litre strong bulk litre mild beer bulk litre wine official said last view stringent difficult department achieve permission granted home delivery counter department able achieve restriction appears department achieve target last four mobilised last year crore,Liquor,Yes,,
7,529977,7/9/2010,17,0.54097,2010,https://timesofindia.indiatimes.com/city/hubballi/dist-indoor-stadium-still-a-dream/articleshow/6148915.cms," HAVERI: The construction work for the district indoor stadium has been progressing at snail's pace over the last two years. An action plan with a budget of Rs 3.25 crore was prepared for the construction of the indoor stadium and swimming pool. The Union government released Rs 2.85 crore for its construction in 2006. According to the initial plan, Rs 85 lakh was set aside for the swimming pool and Rs 2 crore for the indoor stadium. But construction work began in 2008. What went wrong is that the authorities began constructing a 21/25 metre swimming pool at a revised estimate of Rs 1.65 crore. Elected representatives gave their assurance for providing the required additional funds for the construction of the stadium from the state youth service and sports department. But the decision to construct the pool and the assurance of extra funds has halted the construction of stadium. The state government has not released its share of Rs 1 crore and this has only delayed the work. Apart from the Rs 70 lakh that has been spent on the stadium another Rs 60 lakh is required. Sport lovers have demanded of the two ministers C M Udasi and Basavaraj Bommai, who hail from the district, that the required funds be released to see to the completion of the stadium. ","['round', 'championship', 'game', 'tournament', 'medal', 'win', 'player', 'world', 'birdie', 'champion']",Sports,seraha jacob alappuzha ymcatt academy elder sister shikha went home woman youth title narayanaswamy memorial kerala prize money table tennis tournament fact ambalamedu club unseeded sunder aytta toppled top seed rahul binu mathew biggest upset came youth girl semi top seed maria rony ousted gia anna maria succumbed semi beaten tnn result youth jacob anna george shikha seraha gia maria arjun dilawar arjun sundar mishal harikrishnan seraha ganesh shikha,Sports,Yes,,
8,273552,10/7/2008,8,0.932575,2008,https://timesofindia.indiatimes.com/city/bengaluru/cab-driver-threatens-woman-for-cash/articleshow/3568332.cms,"BANGALORE: A typist at a subregistrar's office is being blackmailed by a cab driver, who's demanding Rs 30,000 to keep obscene photographs of her under wraps. The woman works as a typist at the Jayanagar sub-registrar's office. In her previous job, she had a colleague, Ramesh, who quit to start a travel business. Ramesh gave her phone number to a cab driver, Rajesh, who began making threatening calls. Rajesh claimed he has obscene pictures of the woman. He told her he would paste these around her house and office unless she paid him the money. The woman, living in Kamakshipalya, has lodged a complaint with police.","['girl', 'police', 'accused', 'raped', 'woman', 'arrested', 'allegedly', 'victim', 'complaint', 'rape']",CrimeAgainstWomen,boy reportedly confessed raping girl makranpur village outskirt neighbour picked police suspicion police produced boy child welfare committee aurangabad sent juvenile home said senior inspector kushal charge kannad police speaking superintendent police ishu sindhu part started scanning boy activity youth suspicious behaviour rounded questioned boy confessed girl live aunt village month saturday gone bank,CrimeAgainstWomen,Yes,,
9,1125986,6/18/2013,9,0.125896,2013,https://timesofindia.indiatimes.com/city/delhi/airport-metro-station-reopens-but-screening-done-manually/articleshow/20640182.cms,"NEW DELHI: A day after it was closed down due to flooding, the IGI airport Metro station was opened on Monday morning after excess water had been pumped out.  DAMEPL, the concessionaire, said excess water seeping in from the parking and elevator areas which connect the station to the airport had resulted in the flooding.  ""We have spoken to the authorities concerned and asked them to address the issue immediately,"" said a DAMEPL spokesman.  The airport authorities, specifically DIAL, had been asked to look into the matter.  Till Monday afternoon, the commuters were being screened manually as the X-ray machines had got wet on the day before. Sources said the concessionaire has been asked to provide an elevated section to CISF, from where screening can be done without being subject to the vagaries of the weather as had happened on Sunday.  Incidentally, Metro stations are designed to have drainage systems in place, which can manage excess water. Underground stations are particularly susceptible because of the depth and presence of underground cables for electronic and signalling functions. Last year, too, water had seeped in at the airport Metro station but it hadn't affected passengers operations. ""The heavy rain was unexpected this year. Also, the surrounding drainage system seems to have affected the parking area's drainage as well, since the rainwater almost flooded the concourse area of the station this time,"" said an official. ","['court', 'justice', 'bench', 'judge', 'high', 'petition', 'supreme', 'advocate', 'order', 'filed']",Judiciery,madras high court transferred hearing criminal contempt suo motu initiated single judge officer senthamarai kannan allegedly filing bogus expert opinion division case civil matter decided judge pass order said violated judge alone better position appreciate fact criminal contempt proceeding dealt division division bench justice kirubakaran velmurugan court passed order allowing appeal moved member secretary tamil nadu uniformed service recruitment board court directed registry forward case file acting chief justice posting matter appropriate issue pertains plea moved challenging correctness question asked written exam recruitment post,Railways,No,,
