,id,date,topic_id,topic_prob,year,url,article,top_terms,MainTopic,rep_docs,HumanJudgement,Accuracy,,
0,1349315,9/8/2014,93,0.805198,2014,https://timesofindia.indiatimes.com/city/trichy/thousands-gather-to-witness-car-festival-at-vailankanni/articleshow/42003938.cms,"TRICHY: Thousands of devotees from across the country thronged the annual car festival at Vailankanni that was celebrated with great pomp and grandeur on Sunday. Considered to be one of the important festivities in the annual 10-day festival, the event marked the penultimate day of the celebrations. The statue of Our Lady of Health and the Infant Jesus was carried in the chariot that was decked completely with glittering lights. The procession moved through several important streets where people greeted by falling in front of the chariot. Lakhs of people were involved in pulling the chariot that moved slowly amidst the growing crowds. The event that began with the bursting of colourful crackers that reverberated in the skies was followed by loud chores of prayers by the devotees. The car started moving at around 7.30pm and large screens were erected for the devotees at several points to witness the event. Meanwhile, senior priests of the church chanted prayers witnessing even as the chariot was taken in a procession. At least five cars were involved in the procession in which the final one was named ""Mary Matha"". A joint mass was held in the evening with the chants of lakhs of people reaching to the maximum when the cars came from the holy shrine. A similar procession was held at Vailankanni basilica in Besant Nagar in Chennai where the chariot was taken around nearby localities. The 10-day festival, which will culminate on Monday, began on August 30 with the hoisting of the flag. It was witnessed by thousands of people from across the country, who made it to the festival. Witnessing the flow of crowds, the Tamil Nadu State Transport Corporation, Kumbakonam, Trichy regional division had operated 74 additional services to Kumbakonam from the district. The Southern Railway also ran at least 10 extra services for the festival. According to police officials, this year, there has been a spike in the footfalls beating the previous year's record and police have been placed across the town at several vital points including near the sea. An exclusive surveillance room with all the cameras and watch towers connected are monitored throughout the festival.","['temple', 'devotee', 'pilgrim', 'lord', 'shrine', 'priest', 'idol', 'yatra', 'rath', 'hindu']",Religion,unidentified broke temple tirunelveli decamped five idol made bronze based complaint executive officer case registered seevalaperi police inquiry alagar sundararajar burglary took located bank tamirabarani river seevalaperi according villager temple one oldest temple come hindu religious charitable trust apart old conch cash hundial stolen incident took place friday came light saturday temple priest kannan went open shocked door checking realised burglary taken place alerted temple though villager claimed three panchaloha police yet ascertain antiquity stolen police source said five three idol poodevi made bronze others soundariyalakshmi andal brass idol measured worth idol estimated cash collected hundial police strongly suspected involvement local incident already process collecting detail criminal,Religion,Yes,Correct,14
1,10576,2/26/2004,53,0.097978,2004,https://timesofindia.indiatimes.com/city/mumbai/will-cricket-fans-fit-the-visa-bill/articleshow/520207.cms,,"['tiger', 'forest', 'leopard', 'elephant', 'wildlife', 'animal', 'reserve', 'wild', 'cub', 'cat']",WildLIfe & Planet,new master poacher sansar judicial meticulously planned poaching including sariska poaching probe case revealed planned sariska debacle took place poacher helper walking fearlessly bloody cbi belief blatant operation carried without knowledge least section forest guard deployed keep vigil probing possible connivance organised massacre last tiger sariska national step away well truly cbi chand emerged kingpin international organised racket involving poaching illegal trade wildlife product like pug enough evidence nail cbi spokesperson criminal caught proven already strong evidence sansar cbi verifying activity gang uttar madhya andhra apart product reached chand delhi several dispatched false invoice porous nepal border state like uttar bihar west inspected prospective buyer border marked tibetan script physically carried porter nepal dense chand wanted least six different state case pending,NA,No,Incorrect,6
2,1857625,6/22/2017,15,0.740436,2017,https://timesofindia.indiatimes.com/city/mysuru/with-63000-registrations-yoga-capital-set-for-d-day/articleshow/59240234.cms,"MYSURU: The stage is set for the attempt to set a Guinness record on Wednesday for the biggest yoga demonstration at a single venue at the sprawling 139-acre Mysore Race Course, located at the Chamundi foothills. As on Tuesday, 63,283 participants registered online for the event. Participants who took part in the rehearsal were delighted with the new venue – a lush green outfield which they say is perfect to perform yoga, with the Chamundi hill as the backdrop. During the first rehearsal held in front of Mysuru Palace on June 12, nearly 2,000 participants took part, while on Sunday, nearly 20,000 took part in the rehearsal, which surprised even the organizers, who had expected around 10,000 people. For the main event on Wednesday, organizers are expecting more than 45,000 people. Those who want to take part in the event should compulsorily bring a yoga mat and can enter only after getting bar-coded tickets. All the participants will be given official Guinness attempt certificates. The district administration had earlier fixed the record-breaking attempt at Mysuru Palace, Hardinge Circle, D Devaraj Urs Road, Maharaja’s Ground, Oval Ground, and surrounding areas but since the yoga session in different places is not considered a single venue by Guinness record representatives, the district administration shifted the venue to Mysuru Race Course which can easily accommodate more than 72,000 yoga enthusiasts. Of the 139 acres, the district administration is using just 71 acres of land for the event. Certificate for participants Deputy commissioner D Randeep said, “Though the number of registrations is more than 63,000, a conservative calculation is 45,000 and are confident of surpassing the Delhi record of 38,500 people at a single venue. Though it is being conducted by the district administration, with time it has become like national event and everybody wants to be part of it, like the chain link yoga where a record number of participants took part. All the participants we will be given official Guinness attempt certificates. As a precautionary measure, we have arranged four ambulances at four different corners, with 10 doctors present at the venue.” As part of record, the whole process will have to be documented; each steward will be looking into the performance of 50 yogis; Takur Desai, general manager, Bharatiya Reserve Bank Note Mudran Limited, Mysuru, and AC Lakshman, former forest secretary, will be the two independent witnesses. They will also keep count through counterfoils of tickets and videos through drone cameras. The Guinness Book of World Record officials will take 10-15 days to process it and once they are convinced, they will declare the record,” added Randeep. Ten makeshift toilets have been arranged at each of the 10 gates. Drinking water has also been arranged at prominent places. After the event, the corporation, with the help of a few NGOs, will take up a cleanliness drive at the venue. On Wednesday, seven gates will be opened from 5am to 6.45am; participants should come early and occupy their places. The event starts sharp at 7am and concludes at 7.45am. District Minister HC Mahadevappa and Union minister Sadananda Gowda will be taking part. Postal dept pushes philately as a hobby Mysuru: The postal department authorities in Mysuru want to cash in on International Yoga Day to promote stamp collection as a hobby. Last year, the postal department came out with exclusive stamps on yoga. A miniature sheet of 12 different suryanamaskaras were printed to educate the masses and promote yoga. As Mysuru is a hub of yogic activities, the postal department wants to promote the collection and study of stamps. They have organized a weeklong campaign during which employees will visit various educational institutions to promote stamp collection. Vinutha, a postal assistant in charge of the philately wing at the post office near Nehru Circle, said they will be going all out to promote stamp collection during the campaign. Miniature stamps on yoga will cost around Rs 180, she said. CR Rangaswamy, public relations inspector postal, claimed the department employees will be meeting people from all walks of life, including students, as part of a weeklong campaign. The department officials too have met yoga associations in Mysuru to promote the hobby. According to an officer, about 800 residents have philatelic accounts in Mysuru, of which 50% are active users. Account holders will get stamps of their choice from among different areas of interest like nature, birds and animals. The postal department will also come out with thematic and miniature stamps that can be delivered at their door steps. Philatelists have to regularly credit money into their account so that they get stamps regularly. tnn ","['skin', 'diet', 'food', 'yoga', 'hair', 'christmas', 'weight', 'healthy', 'fitness', 'gym']",LIfeStyle,study national centre cardiovascular revealed heart attack morning hour likely effect treatment research cardiac heart journal published research reviewed data heart attack patient treated heart attack result scarring killing heart tissue area around according heart morning episode likely associated tissue first madrid doctor connected circadian called natural pacemaker governed heart cardiologist ganesh kumar hiranandani hospital powai research shown certain blood hormone catecholamine neurotransmitter follow circadian rhythm high morning much possibly trigger heart associated adverse heart study distributed patient four group based timing morning group much higher level marker dying heart blood patient whose attack occurred evening noted according jaslok sudden cardiac death place early hour heard people going walk strenuous exercise morning suddenly getting massive heart adding people consider exercising contractor felt message one seek help tend wait entire household woken hospital get work mode pointed city doctor feel study result change cardiac hospital work early hour contributes morbidity associated heart change said doctor attached public city like mumbai kumar heart metro witnessing increase case primary minimally invasive procedure performed within six hour last mean patient reaching hospital faster getting treatment,LIfeStyle,Yes,,
3,1671987,6/15/2016,59,0.071925,2016,https://timesofindia.indiatimes.com/city/goa/parking-for-persons-with-disabilities-to-be-kept-free/articleshow/52753976.cms,"PANAJI: After receiving a number of complaints regarding parking spaces notified for persons with disabilities, which are being occupied by able-bodied citizens in Panaji, the state commission for persons with disabilities (SCPD) decided it was time to tackle the problem head-on. SCPD decided it was not enough to get the traffic police involved. So, instead it held a sensitization workshop for parking attendants, CCP officials and the traffic police. Fifteen pay-parking attendants employed on contract basis for the CCP along with traffic police and the CCP commissioner, among others attended the program.Complaints in the past, had CCP and the traffic police passing the buck amongst each other. The traffic attendants, together with the traffic police and CCP will ensure that ten parking spaces in Panaji, which are notified for persons with disability under Section 69 of The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation), Act, 1995, are reserved exclusively for persons with disabilities. According to Section 69 of the PWD Act, anyone who fraudulently avails, or attempts to avail of any benefit meant for persons with disabilities, the person shall be punishable with imprisonment for a term which may extend to two years, or with a fine which may extend to twenty thousand rupees or be punishable with both. President of Disability Rights Association of Goa, Avelino de Sa and other persons with disabilities shared difficulties they face while getting around in the city. Some spoke of the extra parking space they need to maneuver their vehicle, to get in and out of it and to get on to a wheelchair. “Even if people feel there are no persons with disabilities around, they cannot occupy parking spaces reserved for them. It’s a clear cut no,” says Anuradha Joshi, state commissioner for persons with disabilities. A number of cars occupying these spaces have been clamped in the past and awareness is spreading about the rights of persons with disabilities. Another sensitization workshop will be held in the first week of July for the rest of the parking attendants in Panaji, after which workshops will be arranged in Mapusa and Margao.","['parking', 'space', 'vehicle', 'footpath', 'parked', 'car', 'lot', 'park', 'mall', 'road']",Civic,mayor subramanian saturday launched automatic parking meter help regulate better parking system bus route road department chennai corporation installed experimental basis three meter north mada individual wish park vehicle insert coin ticket display vehicle cost hour two hour three entry exit time printed ticket checked parking attendant deployed wish park vehicle beyond three hour vacant slot new parked duration exceeds stipulated time mentioned vehicle towed away penalty levied parking system help away illegality committed commercial establishment exploit public road hourly parking fee regulate system certain mayor subramanian told new meter likely put end malpractice parking attendant tamil nadu corporation charge beyond prescribed rate levy six hour millenium synergy private limited install solar powered meter three area including nagar csir road plan install meter select according contractor pay corporation total collection period seven year transferring ownership right meter local welcome finally addressed local instead vehicle towed away show receipt claim slot said sankar regular visitor north mada trader made representation local body seeking allocation exclusive slot park since paucity space,Civic,Yes,Accuracy,70%
4,997536,10/4/2012,67,0.069861,2012,https://timesofindia.indiatimes.com/business/india-business/indians-top-immigrant-tech-entrepreneurship-in-us/articleshow/16663455.cms,"BANGALORE: Indian entrepreneurs are the faces behind a growing number of US tech startups. A study by the US based Kauffman Foundation shows that 33.2% of the cofounders of engineering and technology firms founded by immigrants in the US since 2006 were Indians. The next came the Chinese, at 8.1%. Another study done in 2007 for the period 1995 to 2005 had found that Indians accounted for 26% of the co-founders during that period. So there's been a 7 percentage point increase in the Indian contribution in the post-2005 period. In fact, the Indian immigrant contribution was the only one that increased; most other immigrant communities saw a decline in their contributions, leading to a general stagnation in immigrant entrepreneurship in the US. The Kauffman study examined a random sample of 1,882 companies out of a total of 107,819 engineering and technology companies founded in the last six years. Of those companies, 458 had at least one foreign-born founder. Sridhar Mitta, founder of social entrepreneurship firm NextWealth Entrepreneurs, attributes the phenomenon to the large number of smart Indian students who went to the US for higher studies and made careers there. ""Many quit their jobs to chase the big American dream of starting something of their own,"" he says. Most had mastered frugal engineering and so broke through the US glass ceiling. ""Indians are bright and very good at networking. They have a will to succeed and that makes them tick as entrepreneurs,'' says Prof S Sadagopan , director, IIIT-Bangalore . First generation entrepreneurs like Vinod Khosla became poster boys of immigrant startups. Some of them donned the avatar of mentor and investor for the immigrant community in the US. ""The IndUS Entrepreneurs broke the ice by creating an entrepreneurial culture, blurring regional differences that existed among immigrant entrepreneurs,"" says Sharad Sharma, entrepreneur in residence in venture capital firm Canaan Partners. Other successful Indianorigin entrepreneurs including Kanwal Rekhi, Pramod Haque, Gururaj Deshpande, and B V Jagadeesh won the goodwill and heart of American investors. Sabeer Bhatia, founder of Hotmail, became the face of internet ventures, drawing admiration from aspiring entrepreneurs who wanted to make it big in the dot com era. Many Indian Americans have been encouraged to launch startups knowing they can tap into the enormous amount of technology talent in India. Dhiraj Rajaram founded analytics firm Mu Sigma in Chicago, but built its entire delivery centre in Bangalore. AbsolutData, founded by Anil Kaul, Suhale Kapoor and Sudeshna Datta in California, has its delivery centre in Delhi. Fractal Analytics was founded by Nirmal Palaparthi , Pradeep Suryanarayan , Pranay Agrawal, Ramakrishna Reddy and Srikanth Velamakanni in California , with most of its delivery out of India. Mukund Mohan, CEO in residence at the Microsoft Startup Accelerator, says Indians working in the technology space gave many immigrant entrepreneurs a head start into tech ventures. ""The Bay Area has only six million people of which half a million are Indians. And of those Indians, 72% work in the tech sector. Of the total tech firms that get funded in the US, 50% are in Silicon Valley. So the chances of Indians becoming founders or co-founders of these companies is high,"" he says.(With inputs from Mini Joseph Tejaswi) ","['company', 'brand', 'product', 'business', 'talent', 'ceo', 'market', 'growth', 'retail', 'global']",Businness,fund sixth sense along badminton star saina invested million soothe feminine hygiene healthcare platform manufacture sanitary napkin brand first investment along sixth fund founded former idfc security nikhil hold minority stake bollywood cricket star cut deal startup company founded sahil dharia quitting global head research thomson reuters previously worked various role ubs investment bank enterprise new soothe healthcare set manufacturing unit according sanitary pad market india expected grow crore crore next seven eight million menstruating woman india currently penetration sanitary pad believe opportunity dharia although dharia declined comment funding said company capital marketing distribution pilot pune kochi market response already walmart itc planning grow distributed network said adding company soon launching major growing interest towards consumer product company among private equity fund venture capital gift merchandise raised million matrix sixth sense venture invested retail chain luxury jhs oral care product,Businness,Yes,,
5,361661,4/29/2009,7,1,2009,https://timesofindia.indiatimes.com/city/pune/shall-we-dance-say-pune-elders/articleshow/4461249.cms,"PUNE: Age is not a bar, especially when it comes to learning how to dance. And, today, it is helping Pune elders ���grow young', and become fit, happy and free of stress.For 49-year-old businessman Chandrashekhar Khapre, dance is the best form of meditation. Having lost his wife, Manisha, to cancer last year, Khapre has been learning to cope with his loss through dance. ""Even when my wife was undergoing chemotherapy, she would encourage me to attend the class and not miss out on what was happening in terms of my dance lessons,"" he says. Khapre adds that though he started learning dance as a way to deal with stress and get a couple of hours of peace, today, he genuinely loves dancing and intends to continue with it.His teacher, Rocky Poonawala praises his 49-year-old student effusively. ""He is a very good. You should see him dance in class. He is one of the oldest, but does not look his age,"" he laughs. Explaining why the older generation is looking at dance extensively, Poonawala says, ""Personally, I feel that a lot of them have missed out on learning different dance styles that we now have. Also, it helps them deal with stress.""Dance instructor Hrishikesh Pawar says he has even had 62-year-old students. ""I feel that dance not only helps you deal with stress, but it also helps you keep fit. Today, everyone wants to look beautiful and young, even when they are 50. Dance is a good way to help them get there,"" he smiles. But Pawar also has a word of caution. He says that older people should stick to free style dancing and not take up a particular dance style, which often involves tricky movements.Dance instructor Vibhav Singh echoes Pawar's thoughts. He says that he advises his students above 40 to take up Bollywood dancing or to explore Latin American dance styles. ""People's bones are not very strong at that age, and so it is better to learn these styles. Some individuals come to me to learn dance as a way of fitness, while others come because they could not learn these styles when they were young,"" says Singh.One of Singh's students, Asharani Rath (45), a guest faculty at a city institute, says that dancing makes her happy. ""I used to dance when I was a child, but I stopped once I got married since I became busy with my husband and children. Now, that my children have grown up, I decided to return to dancing. And I'm glad I did so,"" she says. She adds that not only does this keep her fit, but it is also a good source of entertainment. ""I have learnt Rumba, Cha Cha Cha and even Bollywood dancing."" For businessman Bonny Uppal and his wife Seema, learning to dance helps them keep up with the learning process of life. ""Both of us enjoy dancing and the best part is that its stimulates not just the body, but also the mind. We have learnt different styles, including Latin American, and for us now it has become our personal wellness programme,"" laughs Bonny.Poonawala who says that a quarter of his class is over the age of 40 feels it is also the challenge of learning something new that brings them here. ""They want to learn something new and deal with stress at the same time, what better than dancing?"" he smiles.","['music', 'song', 'singer', 'dance', 'classical', 'album', 'singing', 'band', 'audience', 'musical']",Entertainment,hemant attempt break world record singing continuously three hemant selected song sung popular singer made list song total runtime eight plan sing popular song kishore talat mohammad sonu suresh wadkar music enthusiast city thoroughly entertained hear burbure said medical team present deal emergency arising marathon chandak head life support system said brain cell fatigued chance hemant might enter going give sort stimulant keep taken tremendous challenge prove support ensure everything,Entertainment,Yes,,
6,1797302,2/21/2017,88,0.780103,2017,https://timesofindia.indiatimes.com/city/mangaluru/hindu-organizations-oppose-meet-on-harmony-rally-by-kerala-cm/articleshow/57259549.cms,"MANGALURU: Even as CPM Mangaluru unit gears up to hold a harmony rally at Nehru Maidan on February 25, Hindu organizations have called for a hartal on the day opposing the visit of Kerala chief minister Pinarayi Vijayan for it. Pinarayi Vijayan is expected to deliver a talk on communal harmony at the rally. Meanwhile, Vishwa Hindu Parishat (VHP) and Hindu Jagarana Vedike leaders on Monday requested like-minded people to support the hartal voluntarily to oppose the visit of Kerala CM to Mangaluru. “The CPM has been trying to play with the sentiments of people of Dakshina Kannada district by inviting Pinarayi Vijayan, who heads a political party that is responsible for killing of hundreds on ideological lines in Kerala. Hence, we have given a call to observe a hartal in Dakshina Kannada district on February 25 opposing the visit of Pinarayi Vijayan, who is encouraging political killings,” M B Puranik, regional working president of VHP, told reporters. Releasing a list of BJP, RSS and other Hindu leaders, who are said to have been killed in the home district (Kannur) of Pinarayi Vijayan, VHP leader said the CPM is trying to suppress voice of its opponents through murders and violence. “We express our deep concern over public rally on ‘communal harmony’ to be addressed by Pinarayi Vijayan. It is ironic that such a public programme on communal harmony will be attended by a person, who is from a political party whose hands are stained with blood of hundreds of innocent Indians. Dharamadom, the constituency of of Pinarayi Vijayan in Kannur district of Kerala, is witness to huge number of political murders. The CPM, which has a strong base in this district, has been successful in peddling violence in the name of protection of the minority. Hence, we are calling for a hartal on February 25 in protest,” Puranik said and added that a memorandum has been given to the district administration seeking ban on Pinarayi Vijayan’s address in Dakshina Kannada district. “We have appealed the district administration that Pinarayi Vijayan not only be restricted from addressing the public in the district of Dakshina Kannada, but also be barred from making public appearances,” Puranik said. ","['cpm', 'trinamool', 'party', 'mamata', 'leader', 'congress', 'left', 'banerjee', 'minister', 'bengal']",Politics,army amateur psephologist worked poll math close race kerala better part several keralites shifted mumbai year ago stayed home work watch election result though already suspected outcome might true united democratic front beat ruling left democratic front narrow adage malayalee kerala cannot kerala malayalee rang true respondent finger pulse electorate traditionally vote party twice said automobile expert suburb vast population result foregone ldf time congress left evidence stronghold like west malayalee comrade grateful left trounced shameful margin eastern banker anand took leave work udf smile face albeit slim apart main party one interested smaller like muslim one gauge future anand tough balancing act smaller party sounding every bit expert ajaykumar said party take thiruvanthapuram take anand laughed run bloodstream friend community exchanging note went office got precious little end agreed marxist ideology alive unlike west fate seems sealed,Politics,Yes,,
7,2339714,2/11/2020,84,0.910049,2020,https://timesofindia.indiatimes.com/city/goa/canacona-locals-want-more-stops-at-rly-stn/articleshow/74071770.cms,"Poinguinim: A memorandum has been submitted to the railway authorities to have more train halts at the Canacona railway station by deputy speaker and Canacona MLA Isidore Fernandes. This has been a long-standing demand and several representations were made to former South Goa MP Narendra Sawaikar and former railway minister Suresh Prabhu. The memorandum states that trains;12133, 12134(CSTM-Mangaluru-CSTM) and 09009 (Bandra to Mangaluru), should halt at Canacona. Similarly, residents have demanded for a pedestrian overbridge. ","['bank', 'loan', 'rate', 'sbi', 'rbi', 'lender', 'strike', 'interest', 'banking', 'crore']",Business,new put hold french banking major societe proposed joint venture state bank india operating custodial depository service reserve bank india raised concern recent security fraud tune senior sbi official said bank received communique towards end finance sbi decided form joint venture company venture custodial service sbi majority stake socgen already acquired stake another sbi asset management run mutual fund sbi holding rest fate sbi asset management affected concern alleged involvement trading senior government official said proposal socgen put hold time following rbi said french bank apply addressing concern societe generale one biggest bank manages bank lost billion rogue trading single employee paris january learnt imposed fine french bank adhering trading norm custodial business encompasses range including corporate dividend collection proxy tax reclaim service fund besides providing market news socgen planning provide custodial service foreign institutional leveraging multinational state bank appoint ceo socgen deputy ceo proposed sbi supposed invest crore socgen bring foreign direct investment worth said rbi raised objection proposal pointing government need account regulatory supervisory concern arising international development clearing proposed,Railways,No,,
8,653429,4/5/2011,84,0.441213,2011,https://timesofindia.indiatimes.com/business/india-business/high-interest-rate-regime-over/articleshow/7870736.cms," CHENNAI: Good news for potential home and car buyers. Bankers said that lending rates have peaked and they may not go up further. That holds true for deposit rates too. “I am not expecting either lending or deposit rates to move up from here. They are going to remain benign, depending on the situation of inflation,” Mohan Tanksale, executive director of Punjab National Bank, said. M Narendra, chairman and managing director of Indian Overseas Bank, said that some small banks, who have not been able to fully pass on the increase in their cost of fund, may go for a further 0.25% increase in their lending rates. “However, interest rates in general are going to remain stable in the first quarter of 2011-12.” S C Sinha, executive director of Oriental Bank of Commerce, said deposit and lending rates are going to fall from here on. The bankers’ opinion is based on the expectation that inflation rate will come down further. They are also expecting the liquidity situation to improve in the coming days. “We have seen that the inflation rate is coming down because of the combine effort of the RBI and the government. We are expecting inflation to come down further to 7%. The government also has started spending, which would ease the pressure on liquidity. Thus we may see only one or two small steps from the RBI,” said Narendra. United Bank of India’s executive director S C Bansal said that the RBI may increase its policy rates by another 0.25%. He, however, said that the hike will not have any further impact on the interest rates. “There are two reasons why interest rates may not go up further. Banks are comfortable with the liquidity, where it stands now. Second, the first quarter of a financial year is usually sluggish in terms of credit demand. Thus, there is no pressure on banks to raise lending and deposit rates,” Bansal said. According to the Reserve Bank’s latest data, banks have seen a 23.3% growth in their credit in FY11, compare to a 16.2% in FY10. The demand for deposit grew only by 16.6% as against 18.8% the previous year. Banks are expecting things to change. They are pegging deposit growth at 20%+ in the current financial year. ","['bank', 'loan', 'rate', 'sbi', 'rbi', 'lender', 'strike', 'interest', 'banking', 'crore']",Business,new put hold french banking major societe proposed joint venture state bank india operating custodial depository service reserve bank india raised concern recent security fraud tune senior sbi official said bank received communique towards end finance sbi decided form joint venture company venture custodial service sbi majority stake socgen already acquired stake another sbi asset management run mutual fund sbi holding rest fate sbi asset management affected concern alleged involvement trading senior government official said proposal socgen put hold time following rbi said french bank apply addressing concern societe generale one biggest bank manages bank lost billion rogue trading single employee paris january learnt imposed fine french bank adhering trading norm custodial business encompasses range including corporate dividend collection proxy tax reclaim service fund besides providing market news socgen planning provide custodial service foreign institutional leveraging multinational state bank appoint ceo socgen deputy ceo proposed sbi supposed invest crore socgen bring foreign direct investment worth said rbi raised objection proposal pointing government need account regulatory supervisory concern arising international development clearing proposed,Business,Yes,,
9,115633,8/7/2006,54,0.478467,2006,https://timesofindia.indiatimes.com/city/patna/simi-still-going-strong/articleshow/1863430.cms,"PATNA: While the arrest of Ziauddin Ansari from Phulwarisharif on Saturday may have stirred the Mumbai police to probe whether he acted as a conduit in the 7/11 Mumbai blasts, one thing is clear. The Bihar capital continues to be a strong base for SIMI activists. Ziauddin may be one of the isolated members of the banned outfit to be arrested recently, but two years back the police had identified two hardcore members and brain behind SIMI operations — Hasib Raza and Ghulam Sarwar Falahi.Intelligence sources said soon after the Centre announced a ban on SIMI in 2002, the state government simply issued directives to all DMs and SPs to ascertain the activities of the organisation in their respective districts and, in the event of any suspicion, keep it posted besides taking follow-up action.The state police had then picked up only three members — Sakhawat Ullah, Reyazul Mushahid and Mohd Riyauddin — considered 'lesser evils' of SIMI while they were staging a protest near the Tumtum Parao in Phulwarisharif. In that incident, both Hasib Raza and Ghulam Sarwar Falahi managed to slip away. The whereabouts of these two hardcore SIMI members are still not known to security agencies involved in anti-terrorist operations across the country.Sources maintained that Raza, who has been a SIMI member since its inception in Bihar in 1990, was one of the hardcore members of the dreaded terrorist outfit Hizbul Mujahideen. This besides, Central intelligence sources indicated that Raza also figured in the Mumbai blasts case.He rose from the ranks to became president of Bihar unit of SIMI. Similarly, Falahi was a former president of SIMI’s state unit and had even organised a function at the Anjuman Islamia Hall here following the ban to spit venom against the Centre’s decision to ban the outfit.Both Raza and Falahi were later made 'advisors' of SIMI as they had crossed the age limit of 30 years. As per the SIMI constitution, a person attaining the age of 30 forfeits his right to become its member. Since Raza was then 32 years of age and Falahi 33, both were elevated to the post of advisors.","['blast', 'terror', 'bomb', 'terrorist', 'security', 'intelligence', 'police', 'attack', 'arrested', 'explosive']",Terrorism,new mumbaibound pushpak express lucknow original target recently busted terror module inspired islamic state alertness passenger forced bomber abandon plan place ied passenger train triggering march blast injured detail accessed exclusively reveal collecting ammunition decided march carry march module recceed lucknow railway station ied safely smuggled interrogation arrested including head atif revealed around march two mohd danish syed meer boarded pushpak express lucknow bomb given coconspirator killed encounter luck realised plant bomb without alerting deboarded bhopal around next day finding passenger train ready decided plant ied ied placed last passenger coach atif danish fled joined waiting outside bhopal boarded bus arrested day according intelligence suspect realised tuesday train crowded devotee headed famous hanuman temple bolai leader firm believer ideology establishing sunni avid follower controversial preacher zakir atif used lakh inher itance received death father jihadi sold plot owned pay activity february along danish one decided form core next group country explore way migrating explored land air visiting kolkata planned targeting within india procured seven pistol contact ied component like analogue watch ball bearing kanpur danish saifullah learnt manual prepared successfully testing field near second test railway track minimal,Terrorism,Yes,,
